WKT,LANUV_ID,Leistung_k
"MULTIPOINT ((487796 5709130))",WEA_1491,1650.00000000000
"MULTIPOINT ((487887 5709630))",WEA_1492,1650.00000000000
"MULTIPOINT ((487897 5708900))",WEA_1493,1650.00000000000
"MULTIPOINT ((488090 5708730))",WEA_1494,1650.00000000000
"MULTIPOINT ((488430 5708980))",WEA_1497,1650.00000000000
"MULTIPOINT ((488620 5708220))",WEA_1498,1650.00000000000
"MULTIPOINT ((415020 5661510))",WEA_1499,660.00000000000
"MULTIPOINT ((452144 5681650))",WEA_1501,2000.00000000000
"MULTIPOINT ((452220 5681250))",WEA_1502,2000.00000000000
"MULTIPOINT ((452511 5681450))",WEA_1504,2000.00000000000
"MULTIPOINT ((421163.117 5710070.567))",WEA_1524,600.00000000000
"MULTIPOINT ((431768 5706280))",WEA_1532,145.00000000000
"MULTIPOINT ((431222 5706290))",WEA_1534,500.00000000000
"MULTIPOINT ((431607 5706090))",WEA_1536,500.00000000000
"MULTIPOINT ((424911 5693460))",WEA_1547,55.00000000000
"MULTIPOINT ((486458 5779730))",WEA_1548,80.00000000000
"MULTIPOINT ((458241 5756250))",WEA_1604,110.00000000000
"MULTIPOINT ((454448.273 5757029.735))",WEA_1605,1800.00000000000
"MULTIPOINT ((456771 5746150))",WEA_1606,1800.00000000000
"MULTIPOINT ((401680 5660420))",WEA_1648,500.00000000000
"MULTIPOINT ((406356 5702160))",WEA_1691,100.00000000000
"MULTIPOINT ((380592 5687740))",WEA_1692,80.00000000000
"MULTIPOINT ((358928 5628960))",WEA_1703,1500.00000000000
"MULTIPOINT ((383541 5693470))",WEA_1705,80.00000000000
"MULTIPOINT ((315920 5658390))",WEA_1718,1000.00000000000
"MULTIPOINT ((316083 5658260))",WEA_1719,1000.00000000000
"MULTIPOINT ((316430 5658430))",WEA_1721,1000.00000000000
"MULTIPOINT ((331781 5637530))",WEA_1722,1300.00000000000
"MULTIPOINT ((332047 5637270))",WEA_1723,1300.00000000000
"MULTIPOINT ((290212 5653690))",WEA_1732,600.00000000000
"MULTIPOINT ((293535 5653200))",WEA_1736,600.00000000000
"MULTIPOINT ((305595 5727390))",WEA_1748,600.00000000000
"MULTIPOINT ((385040 5711690))",WEA_1750,80.00000000000
"MULTIPOINT ((305300 5653520))",WEA_1751,80.00000000000
"MULTIPOINT ((299614 5649770))",WEA_1752,270.00000000000
"MULTIPOINT ((373947 5737730))",WEA_1755,500.00000000000
"MULTIPOINT ((305429 5652010))",WEA_1757,600.00000000000
"MULTIPOINT ((305404 5652140))",WEA_1764,600.00000000000
"MULTIPOINT ((305484 5651900))",WEA_1765,600.00000000000
"MULTIPOINT ((363835.886 5727740.069))",WEA_1768,600.00000000000
"MULTIPOINT ((385440 5711990))",WEA_1776,1000.00000000000
"MULTIPOINT ((481318 5777280))",WEA_1778,280.00000000000
"MULTIPOINT ((387576 5775210))",WEA_1779,80.00000000000
"MULTIPOINT ((351440 5750430))",WEA_1780,300.00000000000
"MULTIPOINT ((382254 5773150))",WEA_1781,80.00000000000
"MULTIPOINT ((382264 5773000))",WEA_1782,80.00000000000
"MULTIPOINT ((369039 5778240))",WEA_1783,80.00000000000
"MULTIPOINT ((387404.231 5757829.852))",WEA_1789,500.00000000000
"MULTIPOINT ((387615.369 5757840.171))",WEA_1790,500.00000000000
"MULTIPOINT ((304777 5651200))",WEA_1793,500.00000000000
"MULTIPOINT ((383267 5770650))",WEA_1795,200.00000000000
"MULTIPOINT ((366605 5778230))",WEA_1799,500.00000000000
"MULTIPOINT ((354099.232 5685330.132))",WEA_1800,200.00000000000
"MULTIPOINT ((310483 5618630))",WEA_1803,500.00000000000
"MULTIPOINT ((325664 5586210))",WEA_1804,500.00000000000
